relic_name,tier,relic_price,item_bronze1,price_bronze1,item_bronze2,price_bronze2,item_bronze3,price_bronze3,item_argent1,price_argent1,item_argent2,price_argent2,item_gold1,price_gold1,ev_intact,ev_radiant
Lith R3 Relic,Lith,7.5,Scourge Prime Blade,4.65,Forma Blueprint,,Burston Prime Stock,2.0,Harrow Prime Neuroptics Blueprint,8.5,Fang Prime Handle,2.0,Revenant Prime Blueprint,28.5,3.41,6.06
Lith R4 Relic,Lith,8.0,Akbronco Prime Blueprint,2.7,Braton Prime Blueprint,3.0,Khora Prime Systems Blueprint,7.0,Zylok Prime Receiver,4.1,Garuda Prime Chassis Blueprint,8.5,Revenant Prime Blueprint,28.5,5.17,7.49
Lith R5 Relic,Lith,5.0,Forma Blueprint,,Fang Prime Blueprint,1.75,Zylok Prime Barrel,4.65,Akarius Prime Link,4.0,Tatsu Prime Blade,5.0,Revenant Prime Blueprint,28.5,3.18,5.72
Lith S1 Relic,Lith,5.4,Paris Prime String,3.4,Hikou Prime Blueprint,4.35,Bronco Prime Blueprint,3.0,Paris Prime Grip,3.05,2X Forma Blueprint,,Spira Prime Pouch,35.0,3.76,5.9
Lith S10 Relic,Lith,5.0,Mesa Prime Chassis Blueprint,7.0,Dethcube Prime Systems,7.0,Burston Prime Blueprint,2.95,Orthos Prime Blueprint,4.3,Baza Prime Barrel,4.8,Stradavar Prime Blueprint,11.5,5.52,5.8
Lith S11 Relic,Lith,5.0,Fang Prime Blade,2.5,Volnus Prime Blueprint,3.6,Forma Blueprint,,Pangolin Prime Blade,8.0,Orthos Prime Blueprint,4.3,Strun Prime Blueprint,23.5,3.37,5.83
Lith S12 Relic,Lith,3.4,Corvas Prime Stock,4.75,Forma Blueprint,,Bronco Prime Blueprint,3.0,Gara Prime Neuroptics Blueprint,7.0,Braton Prime Blueprint,3.0,Strun Prime Blueprint,23.5,3.53,5.64
Lith S13 Relic,Lith,4.5,Wukong Prime Neuroptics Blueprint,8.5,Zhuge Prime Grip,6.0,Forma Blueprint,,Equinox Prime Blueprint,10.0,Burston Prime Barrel,4.0,Stradavar Prime Blueprint,11.5,5.44,6.37
Lith S14 Relic,Lith,11.7,Lex Prime Barrel,3.5,Forma Blueprint,,Knell Prime Blueprint,4.0,Revenant Prime Neuroptics Blueprint,8.0,Burston Prime Barrel,4.0,Scourge Prime Blueprint,16.5,3.55,5.3
Lith S15 Relic,Lith,5.0,Burston Prime Receiver,3.5,Forma Blueprint,,Hystrix Prime Barrel,7.0,Harrow Prime Blueprint,6.0,Khora Prime Chassis Blueprint,7.0,Shade Prime Carapace,30.0,4.69,7.35
Lith S16 Relic,Lith,3.0,Masseter Prime Handle,3.2,Forma Blueprint,,Xaku Prime Neuroptics Blueprint,2.0,Paris Prime Grip,3.05,Dual Zoren Prime Blueprint,2.5,Sevagoth Prime Chassis Blueprint,20.0,2.33,3.98
Lith S17 Relic,Lith,9.5,Spira Prime Blueprint,4.95,Paris Prime Lower Limb,2.15,Forma Blueprint,,Nidus Prime Blueprint,8.0,Braton Prime Blueprint,3.0,Saryn Prime Chassis Blueprint,39.0,3.79,7.28
Lith S18 Relic,Lith,14.5,Burston Prime Stock,2.0,Daikyu Prime String,5.5,Kestrel Prime Blade,3.5,2X Forma Blueprint,,Vadarya Prime Barrel,5.0,Styanax Prime Neuroptics Blueprint,35.0,4.04,6.33
Lith S2 Relic,Lith,7.0,Carrier Prime Systems,7.0,Akbronco Prime Blueprint,2.7,Nyx Prime Blueprint,8.5,2X Forma Blueprint,,Kavasa Prime Band,7.8,Soma Prime Stock,23.5,5.94,6.94
Lith S3 Relic,Lith,18.5,Carrier Prime Systems,7.0,Akbronco Prime Blueprint,2.7,Paris Prime String,3.4,Ash Prime Blueprint,11.5,Soma Prime Receiver,9.0,Spira Prime Pouch,35.0,6.27,9.78
Lith S4 Relic,Lith,5.4,Lex Prime Blueprint,2.6,Forma Blueprint,,Paris Prime Blueprint,2.9,Trinity Prime Chassis Blueprint,9.0,Kavasa Prime Kubrow Collar Blueprint,5.6,Saryn Prime Blueprint,18.5,3.37,5.69
Lith S5 Relic,Lith,7.3,Carrier Prime Carapace,14.0,Burston Prime Receiver,3.5,Fang Prime Blade,2.5,Akbronco Prime Link,3.5,Galatine Prime Handle,5.65,Spira Prime Blade,13.5,6.34,6.51
Lith S6 Relic,Lith,10.8,Forma Blueprint,,Fang Prime Blade,2.5,Dual Kamas Prime Blueprint,5.9,Kavasa Prime Band,7.8,Valkyr Prime Neuroptics Blueprint,10.0,Spira Prime Pouch,35.0,4.79,8.46
Lith S7 Relic,Lith,5.9,Mirage Prime Chassis Blueprint,10.0,Lex Prime Blueprint,2.6,Galatine Prime Blade,6.1,Paris Prime Grip,3.05,Akbolto Prime Link,5.45,Sybaris Prime Barrel,37.5,6.42,8.57
Lith S8 Relic,Lith,2.5,Gram Prime Blade,5.0,Braton Prime Barrel,5.0,Forma Blueprint,,Orthos Prime Blueprint,4.3,Rubico Prime Barrel,6.5,Stradavar Prime Blueprint,11.5,3.95,4.98
Lith S9 Relic,Lith,24.0,Sybaris Prime Stock,13.0,Forma Blueprint,,Burston Prime Stock,2.0,Oberon Prime Blueprint,8.5,Tigris Prime Receiver,10.5,Silva & Aegis Prime Guard,18.5,6.26,8.15
Lith T1 Relic,Lith,3.2,Forma Blueprint,,Burston Prime Blueprint,2.95,Akbronco Prime Blueprint,2.7,Ballistica Prime Upper Limb,8.5,Valkyr Prime Neuroptics Blueprint,10.0,Tigris Prime Blueprint,25.5,3.98,7.19
Lith T10 Relic,Lith,2.5,Burston Prime Stock,2.0,Forma Blueprint,,Phantasma Prime Receiver,7.0,Dual Keres Prime Handle,9.0,Bronco Prime Barrel,3.0,Tatsu Prime Handle,24.5,4.09,6.35
Lith T11 Relic,Lith,10.0,Vasto Prime Barrel,9.0,Fang Prime Blade,2.5,Forma Blueprint,,Astilla Prime Blueprint,6.6,Lex Prime Blueprint,2.6,Titania Prime Systems Blueprint,44.0,4.8,8.16
Lith T12 Relic,Lith,2.0,Velox Prime Receiver,5.0,Larkspur Prime Blueprint,6.0,Paris Prime Upper Limb,2.2,Orthos Prime Blade,3.5,2X Forma Blueprint,,Tatsu Prime Handle,24.5,4.22,5.35
Lith T13 Relic,Lith,8.2,Phantasma Prime Receiver,7.0,Braton Prime Barrel,5.0,Forma Blueprint,,Revenant Prime Neuroptics Blueprint,8.0,Baruuk Prime Chassis Blueprint,4.5,Tatsu Prime Handle,24.5,4.9,6.95
Lith T14 Relic,Lith,,Daikyu Prime Blueprint,1.7,Lavos Prime Chassis Blueprint,3.0,Fang Prime Handle,2.0,Perigale Prime Receiver,3.5,Quassus Prime Blueprint,3.0,Trumna Prime Barrel,10.0,2.61,3.42
Lith T2 Relic,Lith,5.0,Valkyr Prime Blueprint,7.0,Lex Prime Barrel,3.5,Forma Blueprint,,Braton Prime Blueprint,3.0,Silva & Aegis Prime Blueprint,8.1,Tiberon Prime Stock,27.5,4.43,6.72
Lith T3 Relic,Lith,10.0,Galatine Prime Blade,6.1,Braton Prime Stock,1.5,Oberon Prime Chassis Blueprint,9.0,2X Forma Blueprint,,Nekros Prime Blueprint,25.0,Tigris Prime Blueprint,25.5,7.46,10.32
Lith T4 Relic,Lith,6.0,Zakti Prime Receiver,5.5,Tekko Prime Gauntlet,8.2,Paris Prime Lower Limb,2.15,Dethcube Prime Carapace,6.5,Karyst Prime Handle,4.0,Titania Prime Systems Blueprint,44.0,6.05,9.14
Lith T5 Relic,Lith,6.2,Forma Blueprint,,Corinth Prime Blueprint,3.8,Paris Prime Lower Limb,2.15,Titania Prime Neuroptics Blueprint,9.0,Zhuge Prime Blueprint,7.0,Tenora Prime Barrel,13.5,3.54,5.54
Lith T6 Relic,Lith,5.95,Rubico Prime Barrel,6.5,Forma Blueprint,,Braton Prime Blueprint,3.0,Kronen Prime Handle,8.5,Burston Prime Barrel,4.0,Tiberon Prime Stock,27.5,4.33,6.83
Lith T7 Relic,Lith,4.45,Bronco Prime Blueprint,3.0,Gara Prime Systems Blueprint,7.0,Forma Blueprint,,Strun Prime Barrel,7.5,Ivara Prime Systems Blueprint,9.0,Titania Prime Systems Blueprint,44.0,5.23,9.37
Lith T8 Relic,Lith,10.0,Gara Prime Systems Blueprint,7.0,Akbronco Prime Blueprint,2.7,Zakti Prime Receiver,5.5,Burston Prime Barrel,4.0,Astilla Prime Stock,5.85,Titania Prime Systems Blueprint,44.0,5.81,8.9
Lith T9 Relic,Lith,4.3,Burston Prime Receiver,3.5,Fang Prime Blueprint,1.75,Forma Blueprint,,Zakti Prime Barrel,5.8,Nidus Prime Blueprint,8.0,Tenora Prime Barrel,13.5,3.12,4.99
Lith V1 Relic,Lith,5.2,Paris Prime Upper Limb,2.2,Paris Prime Lower Limb,2.15,Burston Prime Stock,2.0,Volt Prime Systems Blueprint,8.5,2X Forma Blueprint,,Fragor Prime Handle,9.55,2.73,3.71
Lith V10 Relic,Lith,7.3,Burston Prime Receiver,3.5,Fang Prime Blade,2.5,Forma Blueprint,,Panthera Prime Stock,8.7,Carrier Prime Carapace,14.0,Vectis Prime Receiver,52.5,5.07,10.79
Lith V11 Relic,Lith,,Braton Prime Stock,1.5,Orthos Prime Handle,3.25,Kompressa Prime Blueprint,3.0,Dual Zoren Prime Blueprint,2.5,Caliban Prime Blueprint,3.0,Voruna Prime Systems Blueprint,14.0,2.85,3.79
Lith V2 Relic,Lith,8.9,Fang Prime Blueprint,1.75,Lex Prime Barrel,3.5,Paris Prime Lower Limb,2.15,2X Forma Blueprint,,Paris Prime Upper Limb,2.2,Vauban Prime Systems Blueprint,32.5,2.77,4.92
Lith V3 Relic,Lith,5.3,Paris Prime Lower Limb,2.15,Cernos Prime Upper Limb,8.0,Braton Prime Blueprint,3.0,Tigris Prime Barrel,5.0,Helios Prime Systems,11.5,Valkyr Prime Systems Blueprint,15.0,5.45,6.99
Lith V4 Relic,Lith,4.0,Spira Prime Blueprint,4.95,Nekros Prime Chassis Blueprint,9.5,Venka Prime Blades,8.5,Tigris Prime Barrel,5.0,Helios Prime Blueprint,7.0,Vauban Prime Chassis Blueprint,20.0,7.53,8.23
Lith V5 Relic,Lith,4.2,Akbronco Prime Blueprint,2.7,Lex Prime Blueprint,2.6,Banshee Prime Neuroptics Blueprint,3.8,Ballistica Prime Upper Limb,8.5,Akbolto Prime Barrel,9.0,Valkyr Prime Systems Blueprint,15.0,4.53,6.52
Lith V6 Relic,Lith,8.0,Cernos Prime Grip,8.6,Nikana Prime Blueprint,6.5,Venka Prime Blades,8.5,Saryn Prime Blueprint,18.5,2X Forma Blueprint,,Valkyr Prime Chassis Blueprint,37.0,8.75,11.33
Lith V7 Relic,Lith,12.0,Fragor Prime Head,7.5,Carrier Prime Blueprint,10.5,Vectis Prime Barrel,19.7,Ash Prime Blueprint,11.5,Akstiletto Prime Link,9.0,Vauban Prime Neuroptics Blueprint,27.0,12.34,13.08
Lith V8 Relic,Lith,10.0,Ash Prime Chassis Blueprint,11.0,Bronco Prime Blueprint,3.0,Forma Blueprint,,Fragor Prime Handle,9.55,Vectis Prime Stock,23.5,Vauban Prime Systems Blueprint,32.5,7.83,12.19
Lith V9 Relic,Lith,9.17,Atlas Prime Blueprint,4.0,Forma Blueprint,,Vasto Prime Receiver,8.5,Dethcube Prime Carapace,6.5,Braton Prime Receiver,4.0,Vauban Prime Systems Blueprint,32.5,4.97,7.43
Lith W1 Relic,Lith,8.9,Gram Prime Blade,5.0,Mirage Prime Neuroptics Blueprint,7.0,Forma Blueprint,,Akbolto Prime Link,5.45,Fang Prime Handle,2.0,Wukong Prime Blueprint,25.0,4.36,5.99
Lith W2 Relic,Lith,7.2,Rubico Prime Receiver,4.6,Forma Blueprint,,Stradavar Prime Receiver,6.5,Baza Prime Barrel,4.8,Fang Prime Handle,2.0,Wukong Prime Blueprint,25.0,4.06,5.71
Lith W3 Relic,Lith,2.6,Forma Blueprint,,Hildryn Prime Systems Blueprint,6.0,Dual Keres Prime Blade,8.35,Larkspur Prime Stock,6.0,Corvas Prime Blueprint,5.2,Wisp Prime Chassis Blueprint,16.0,5.19,6.23
Lith W4 Relic,Lith,5.0,Forma Blueprint,,Burston Prime Stock,2.0,Protea Prime Blueprint,2.0,Epitaph Prime Barrel,3.5,Masseter Prime Blueprint,4.0,Wisp Prime Chassis Blueprint,16.0,2.16,3.77
Lith X1 Relic,Lith,1.0,Forma Blueprint,,Lex Prime Receiver,3.35,Larkspur Prime Blueprint,6.0,Braton Prime Blueprint,3.0,Shade Prime Systems,6.0,Xaku Prime Blueprint,10.0,3.56,4.36
Lith Y1 Relic,Lith,6.0,Braton Prime Blueprint,3.0,Nautilus Prime Carapace,7.0,Lex Prime Barrel,3.5,Trumna Prime Stock,2.65,Zylok Prime Receiver,4.1,Yareli Prime Neuroptics Blueprint,14.0,4.44,5.0
Lith Z1 Relic,Lith,7.05,Mirage Prime Neuroptics Blueprint,7.0,Akbronco Prime Blueprint,2.7,Fang Prime Handle,2.0,Cernos Prime Blueprint,5.05,2X Forma Blueprint,,Zephyr Prime Systems Blueprint,38.5,4.29,6.81
Lith Z2 Relic,Lith,9.17,Akbronco Prime Blueprint,2.7,Nami Skyla Prime Blueprint,8.25,Forma Blueprint,,Silva & Aegis Prime Blueprint,8.1,Helios Prime Systems,11.5,Zephyr Prime Systems Blueprint,38.5,5.7,9.6
Lith Z3 Relic,Lith,2.0,Paris Prime Lower Limb,2.15,Magnus Prime Blueprint,7.5,Braton Prime Receiver,4.0,Nagantaka Prime Stock,7.5,Volnus Prime Head,6.5,Zakti Prime Blueprint,22.5,5.45,7.33
Lith Z4 Relic,Lith,3.0,Forma Blueprint,,Velox Prime Receiver,5.0,Yareli Prime Chassis Blueprint,2.0,Okina Prime Handle,9.0,Sevagoth Prime Blueprint,8.0,Zylok Prime Blueprint,12.0,3.88,5.77
Meso A1 Relic,Meso,10.6,Sybaris Prime Stock,13.0,Ballistica Prime Lower Limb,9.0,Orthos Prime Handle,3.25,Kronen Prime Handle,8.5,2X Forma Blueprint,,Akjagara Prime Barrel,25.5,7.84,8.46
Meso A10 Relic,Meso,0.83,Xaku Prime Neuroptics Blueprint,2.0,Orthos Prime Handle,3.25,Forma Blueprint,,Nautilus Prime Systems,3.0,Dual Zoren Prime Blueprint,2.5,Alternox Prime Blueprint,8.5,2.1,2.83
Meso A11 Relic,Meso,4.45,Gauss Prime Chassis Blueprint,6.5,Paris Prime Upper Limb,2.2,Forma Blueprint,,Masseter Prime Blueprint,4.0,Acceltra Prime Stock,14.5,Akarius Prime Blueprint,10.0,4.44,6.15
Meso A12 Relic,Meso,6.2,Sarofang Prime Handle,5.0,Forma Blueprint,,Perigale Prime Blueprint,3.5,Bronco Prime Barrel,3.0,Voruna Prime Neuroptics Blueprint,5.0,Afentis Prime Blade,47.5,3.98,7.77
Meso A2 Relic,Meso,4.7,Zhuge Prime Grip,6.0,Tipedo Prime Blueprint,5.0,Forma Blueprint,,Equinox Prime Blueprint,10.0,Zephyr Prime Chassis Blueprint,6.0,Akbolto Prime Receiver,32.0,5.19,8.23
Meso A3 Relic,Meso,5.0,Nidus Prime Systems Blueprint,5.5,Tenora Prime Blueprint,5.0,Burston Prime Stock,2.0,2X Forma Blueprint,,Knell Prime Receiver,3.5,Astilla Prime Barrel,24.5,4.04,5.23
Meso A4 Relic,Meso,8.0,Scourge Prime Blade,4.65,Corvas Prime Receiver,8.65,Bronco Prime Blueprint,3.0,Gara Prime Chassis Blueprint,18.5,Braton Prime Receiver,4.0,Afuris Prime Receiver,45.0,7.5,11.72
Meso A5 Relic,Meso,4.8,Akbronco Prime Blueprint,2.7,Grendel Prime Neuroptics Blueprint,5.5,Khora Prime Systems Blueprint,7.0,Fulmin Prime Blueprint,6.5,Afuris Prime Link,6.05,Acceltra Prime Barrel,14.0,5.51,6.44
Meso A6 Relic,Meso,3.0,Corinth Prime Blueprint,3.8,Lex Prime Receiver,3.35,Forma Blueprint,,Titania Prime Neuroptics Blueprint,9.0,Vasto Prime Blueprint,7.0,Astilla Prime Barrel,24.5,4.06,6.84
Meso A7 Relic,Meso,2.0,Sevagoth Prime Neuroptics Blueprint,2.0,Paris Prime String,3.4,Fang Prime Blade,2.5,Orthos Prime Blade,3.5,Braton Prime Stock,1.5,Akarius Prime Blueprint,10.0,2.75,3.32
Meso A8 Relic,Meso,1.5,Burston Prime Receiver,3.5,Forma Blueprint,,Quassus Prime Handle,4.0,Lavos Prime Neuroptics Blueprint,3.0,Okina Prime Handle,9.0,Acceltra Prime Stock,14.5,3.51,5.1
Meso A9 Relic,Meso,1.2,Burston Prime Receiver,3.5,Forma Blueprint,,Sevagoth Prime Neuroptics Blueprint,2.0,Daikyu Prime Lower Limb,4.5,Venato Prime Blueprint,2.0,Alternox Prime Stock,8.5,2.28,3.07
Meso B1 Relic,Meso,7.2,Dakra Prime Handle,7.8,Orthos Prime Handle,3.25,Forma Blueprint,,Mag Prime Chassis Blueprint,8.5,Orthos Prime Blueprint,4.3,Boar Prime Stock,39.0,4.99,8.3
Meso B10 Relic,Meso,9.9,Ember Prime Chassis Blueprint,9.0,Burston Prime Receiver,3.5,Forma Blueprint,,Glaive Prime Blade,17.5,Sicarus Prime Blueprint,9.5,Boltor Prime Blueprint,12.0,6.38,8.68
Meso B2 Relic,Meso,8.0,Braton Prime Blueprint,3.0,Oberon Prime Chassis Blueprint,9.0,Silva & Aegis Prime Hilt,5.8,Hydroid Prime Blueprint,14.5,Kronen Prime Handle,8.5,Banshee Prime Chassis Blueprint,32.0,7.68,10.77
Meso B3 Relic,Meso,7.0,Nova Prime Systems Blueprint,11.5,Soma Prime Blueprint,6.65,Forma Blueprint,,Mag Prime Chassis Blueprint,8.5,Dakra Prime Blueprint,8.65,Boar Prime Stock,39.0,7.26,10.36
Meso B4 Relic,Meso,4.5,Paris Prime Upper Limb,2.2,Chroma Prime Blueprint,8.5,Bronco Prime Receiver,3.6,Wukong Prime Chassis Blueprint,11.5,Redeemer Prime Blueprint,4.65,Baza Prime Blueprint,9.5,5.59,6.56
Meso B5 Relic,Meso,5.0,Nidus Prime Systems Blueprint,5.5,Ivara Prime Neuroptics Blueprint,6.5,Karyst Prime Blueprint,6.45,Guandao Prime Blueprint,6.7,Volnus Prime Head,6.5,Baza Prime Blueprint,9.5,6.32,6.67
Meso B6 Relic,Meso,5.0,Magnus Prime Blueprint,7.5,Akbronco Prime Blueprint,2.7,Octavia Prime Neuroptics Blueprint,5.0,Paris Prime Grip,3.05,2X Forma Blueprint,,Baza Prime Stock,37.5,4.94,6.89
Meso B7 Relic,Meso,,Burston Prime Receiver,3.5,Fang Prime Blueprint,1.75,Forma Blueprint,,Akjagara Prime Link,7.6,Redeemer Prime Blueprint,4.65,Ballistica Prime Blueprint,34.5,3.37,6.78
Meso B8 Relic,Meso,4.2,Grendel Prime Neuroptics Blueprint,5.5,Forma Blueprint,,Paris Prime String,3.4,Tatsu Prime Blade,5.0,Corvas Prime Blueprint,5.2,Baruuk Prime Blueprint,15.5,3.69,5.07
Meso B9 Relic,Meso,3.6,Braton Prime Blueprint,3.0,Larkspur Prime Blueprint,6.0,Afuris Prime Barrel,5.5,Paris Prime Upper Limb,2.2,Shade Prime Blueprint,5.5,Baruuk Prime Blueprint,15.5,4.83,5.51
Meso C1 Relic,Meso,3.0,Nova Prime Neuroptics Blueprint,11.5,Forma Blueprint,,Saryn Prime Systems Blueprint,6.5,Scindo Prime Handle,5.5,Ash Prime Blueprint,11.5,Carrier Prime Cerebrum,49.0,7.41,11.3
Meso C10 Relic,Meso,,Astilla Prime Receiver,7.5,Lex Prime Barrel,3.5,Forma Blueprint,,Gara Prime Neuroptics Blueprint,7.0,Fang Prime Blueprint,1.75,Corinth Prime Barrel,48.0,4.71,8.38
Meso C2 Relic,Meso,27.3,Cernos Prime Upper Limb,8.0,Bronco Prime Blueprint,3.0,Galatine Prime Blade,6.1,Valkyr Prime Neuroptics Blueprint,10.0,Odonata Prime Blueprint,8.5,Carrier Prime Cerebrum,49.0,7.35,11.45
Meso C3 Relic,Meso,9.2,Lex Prime Blueprint,2.6,Nami Skyla Prime Blueprint,8.25,Burston Prime Stock,2.0,Saryn Prime Blueprint,18.5,Helios Prime Blueprint,7.0,Cernos Prime Lower Limb,23.5,6.53,9.59
Meso C4 Relic,Meso,6.0,Ivara Prime Neuroptics Blueprint,6.5,Braton Prime Stock,1.5,Mesa Prime Chassis Blueprint,7.0,2X Forma Blueprint,,Atlas Prime Systems Blueprint,5.5,Chroma Prime Systems Blueprint,28.5,4.97,6.45
Meso C5 Relic,Meso,10.0,Tipedo Prime Blueprint,5.0,Burston Prime Blueprint,2.95,Stradavar Prime Stock,6.5,Chroma Prime Chassis Blueprint,8.5,2X Forma Blueprint,,Corinth Prime Barrel,48.0,5.56,8.91
Meso C6 Relic,Meso,5.0,Burston Prime Blueprint,2.95,Lex Prime Barrel,3.5,Baza Prime Receiver,5.5,2X Forma Blueprint,,Nezha Prime Blueprint,7.0,Corinth Prime Stock,17.5,4.15,5.14
Meso C7 Relic,Meso,6.0,Inaros Prime Systems Blueprint,7.0,Burston Prime Blueprint,2.95,Forma Blueprint,,Karyst Prime Handle,4.0,Vectis Prime Blueprint,8.9,Carrier Prime Cerebrum,49.0,4.92,9.14
Meso C8 Relic,Meso,16.9,Phantasma Prime Receiver,7.0,Nagantaka Prime Barrel,6.0,Bronco Prime Receiver,3.6,Harrow Prime Neuroptics Blueprint,8.5,Scourge Prime Handle,6.5,Cobra & Crane Prime Guard,13.5,6.12,7.12
Meso C9 Relic,Meso,5.2,Forma Blueprint,,Paris Prime Lower Limb,2.15,Hildryn Prime Systems Blueprint,6.0,Braton Prime Stock,1.5,Revenant Prime Systems Blueprint,12.5,Corvas Prime Barrel,21.0,4.02,6.26
Meso D1 Relic,Meso,3.7,Orthos Prime Handle,3.25,Lex Prime Blueprint,2.6,2X Forma Blueprint,,2X Forma Blueprint,,Orthos Prime Blade,3.5,Dual Kamas Prime Blade,28.0,2.43,4.48
Meso D2 Relic,Meso,8.0,Paris Prime Lower Limb,2.15,Lex Prime Receiver,3.35,Forma Blueprint,,Valkyr Prime Neuroptics Blueprint,10.0,Helios Prime Systems,11.5,Destreza Prime Blade,57.5,4.91,10.97
Meso D3 Relic,Meso,5.0,Akbolto Prime Blueprint,3.9,Fang Prime Handle,2.0,Braton Prime Stock,1.5,Nami Skyla Prime Handle,8.5,Kronen Prime Handle,8.5,Destreza Prime Blade,57.5,4.89,10.38
Meso D4 Relic,Meso,6.0,Forma Blueprint,,Orthos Prime Handle,3.25,Akjagara Prime Blueprint,3.7,Lex Prime Blueprint,2.6,Chroma Prime Chassis Blueprint,8.5,Dethcube Prime Cerebrum,29.5,3.57,6.33
Meso D5 Relic,Meso,8.7,Trinity Prime Neuroptics Blueprint,10.5,Soma Prime Barrel,10.0,Forma Blueprint,,Nova Prime Blueprint,10.0,Vasto Prime Blueprint,7.0,Dual Kamas Prime Blade,28.0,7.62,9.62
Meso D6 Relic,Meso,4.0,Ivara Prime Neuroptics Blueprint,6.5,Octavia Prime Systems Blueprint,8.5,Paris Prime Blueprint,2.9,Aksomati Prime Barrel,11.0,Nezha Prime Blueprint,7.0,Dethcube Prime Cerebrum,29.5,7.1,9.53
Meso D7 Relic,Meso,4.2,Nidus Prime Systems Blueprint,5.5,Forma Blueprint,,Afuris Prime Barrel,5.5,Strun Prime Stock,8.0,Nagantaka Prime Receiver,6.75,Dual Keres Prime Blueprint,15.0,4.71,6.28
Meso D8 Relic,Meso,2.5,Dual Zoren Prime Handle,2.0,Braton Prime Blueprint,3.0,Bronco Prime Barrel,3.0,Voruna Prime Neuroptics Blueprint,5.0,Yareli Prime Blueprint,3.5,Daikyu Prime Grip,8.5,3.13,3.88
Meso E1 Relic,Meso,29.0,Bo Prime Ornament,24.0,Frost Prime Chassis Blueprint,13.5,Latron Prime Barrel,14.5,Wyrm Prime Systems,34.5,2X Forma Blueprint,,Ember Prime Blueprint,25.0,17.47,18.07
Meso E2 Relic,Meso,5.0,Bronco Prime Blueprint,3.0,Destreza Prime Handle,11.0,Pyrana Prime Barrel,6.5,Rubico Prime Stock,7.0,Akbolto Prime Link,5.45,Equinox Prime Systems Blueprint,26.0,7.08,8.51
Meso E3 Relic,Meso,4.4,Destreza Prime Handle,11.0,Bronco Prime Receiver,3.6,Forma Blueprint,,Atlas Prime Chassis Blueprint,7.0,Stradavar Prime Barrel,3.5,Equinox Prime Systems Blueprint,26.0,5.37,7.13
Meso E4 Relic,Meso,5.2,Paris Prime Blueprint,2.9,Baza Prime Receiver,5.5,Forma Blueprint,,Titania Prime Neuroptics Blueprint,9.0,Tekko Prime Blueprint,3.55,Equinox Prime Systems Blueprint,26.0,4.03,6.51
Meso E5 Relic,Meso,10.0,Mirage Prime Neuroptics Blueprint,7.0,Forma Blueprint,,Helios Prime Carapace,6.5,Banshee Prime Blueprint,6.5,Helios Prime Blueprint,7.0,Euphona Prime Receiver,45.05,5.81,9.46
Meso E6 Relic,Meso,1.6,Xaku Prime Neuroptics Blueprint,2.0,Forma Blueprint,,Paris Prime String,3.4,Akbronco Prime Link,3.5,Masseter Prime Blueprint,4.0,Epitaph Prime Receiver,8.5,2.36,3.25
Meso E7 Relic,Meso,1.65,Gyre Prime Systems Blueprint,3.5,Forma Blueprint,,Cedo Prime Stock,3.5,Sarofang Prime Blueprint,5.0,Daikyu Prime Upper Limb,4.0,Epitaph Prime Receiver,8.5,2.93,3.82
Meso F1 Relic,Meso,6.7,Bronco Prime Receiver,3.6,Paris Prime Lower Limb,2.15,Saryn Prime Systems Blueprint,6.5,Nekros Prime Neuroptics Blueprint,21.0,Dual Kamas Prime Handle,7.1,Fragor Prime Blueprint,10.4,6.4,8.7
Meso F2 Relic,Meso,35.4,Latron Prime Stock,14.5,Ember Prime Chassis Blueprint,9.0,Sicarus Prime Barrel,14.5,Reaper Prime Blade,8.8,2X Forma Blueprint,,Frost Prime Blueprint,35.5,11.3,11.64
Meso F3 Relic,Meso,24.6,Ember Prime Neuroptics Blueprint,10.0,Reaper Prime Handle,11.0,Loki Prime Blueprint,8.5,2X Forma Blueprint,,Glaive Prime Disc,9.4,Frost Prime Blueprint,35.5,9.22,10.35
Meso F4 Relic,Meso,73.5,Latron Prime Stock,14.5,Reaper Prime Handle,11.0,Forma Blueprint,,Mag Prime Chassis Blueprint,8.5,Boar Prime Blueprint,9.5,Frost Prime Blueprint,35.5,9.15,11.4
Meso F5 Relic,Meso,5.2,Gunsen Prime Blueprint,4.15,Orthos Prime Handle,3.25,Bronco Prime Blueprint,3.0,Paris Prime Grip,3.05,Shade Prime Systems,6.0,Fulmin Prime Receiver,25.0,4.13,6.04
Meso G1 Relic,Meso,5.0,Venka Prime Blades,8.5,Braton Prime Barrel,5.0,Forma Blueprint,,Silva & Aegis Prime Blade,7.3,Ballistica Prime String,13.5,Galatine Prime Blueprint,40.0,6.51,10.41
Meso G10 Relic,Meso,40.0,Wisp Prime Systems Blueprint,7.0,Burston Prime Stock,2.0,Forma Blueprint,,Larkspur Prime Receiver,7.5,Hildryn Prime Chassis Blueprint,11.0,Gunsen Prime Blade,13.0,4.57,6.5
Meso G2 Relic,Meso,5.2,Forma Blueprint,,Equinox Prime Chassis Blueprint,6.0,Orthos Prime Handle,3.25,Burston Prime Barrel,4.0,Atlas Prime Systems Blueprint,5.5,Guandao Prime Handle,23.9,3.87,5.83
Meso G3 Relic,Meso,5.0,Harrow Prime Chassis Blueprint,10.0,Strun Prime Receiver,7.5,Forma Blueprint,,Karyst Prime Handle,4.0,Panthera Prime Stock,8.7,Gara Prime Blueprint,39.0,6.61,9.36
